datetime,timestamp,open,high,low,close,volume
2025-09-09 19:00:00,1757444400000,4287.6,4298.79,4287.59,4295.86,321.82897459
2025-09-09 20:00:00,1757448000000,4295.87,4304.0,4283.0,4302.25,488.18534021
2025-09-09 21:00:00,1757451600000,4302.25,4316.83,4296.54,4299.7,525.51440171
2025-09-09 22:00:00,1757455200000,4299.71,4315.45,4299.56,4315.45,228.34926149
2025-09-09 23:00:00,1757458800000,4315.45,4315.45,4305.34,4308.23,297.1339923
2025-09-10 00:00:00,1757462400000,4308.23,4312.25,4286.62,4286.63,386.64725424
2025-09-10 01:00:00,1757466000000,4286.63,4310.55,4286.62,4303.36,228.29874252
2025-09-10 02:00:00,1757469600000,4303.36,4325.6,4303.36,4315.94,197.42233228
2025-09-10 03:00:00,1757473200000,4315.94,4320.42,4310.53,4318.35,158.00401834
2025-09-10 04:00:00,1757476800000,4318.36,4318.52,4308.58,4311.1,286.55777625
2025-09-10 05:00:00,1757480400000,4311.1,4317.89,4294.54,4305.82,619.90480547
2025-09-10 06:00:00,1757484000000,4306.42,4317.34,4300.0,4313.44,400.27700852
2025-09-10 07:00:00,1757487600000,4313.44,4331.12,4313.43,4327.75,357.0878544
2025-09-10 08:00:00,1757491200000,4327.75,4332.0,4324.26,4329.37,257.99679058
2025-09-10 09:00:00,1757494800000,4329.38,4329.38,4309.72,4325.47,215.60757584
2025-09-10 10:00:00,1757498400000,4325.48,4331.95,4317.34,4326.86,493.08338428
2025-09-10 11:00:00,1757502000000,4326.86,4332.77,4322.26,4328.99,578.89943739
2025-09-10 12:00:00,1757505600000,4329.0,4395.13,4328.99,4366.66,4389.64647003
2025-09-10 13:00:00,1757509200000,4367.56,4437.35,4355.0,4418.98,8002.56046259
2025-09-10 14:00:00,1757512800000,4418.98,4450.0,4399.23,4401.26,3393.20930063
2025-09-10 15:00:00,1757516400000,4401.26,4425.23,4398.74,4406.0,1429.91260246
2025-09-10 16:00:00,1757520000000,4406.0,4407.16,4365.0,4382.44,3627.59144729
2025-09-10 17:00:00,1757523600000,4383.05,4397.85,4346.0,4365.84,1097.1999538
2025-09-10 18:00:00,1757527200000,4365.84,4370.52,4330.26,4343.95,4138.09193414
2025-09-10 19:00:00,1757530800000,4343.95,4343.95,4300.0,4324.38,6679.32673849
2025-09-10 20:00:00,1757534400000,4324.38,4336.75,4324.37,4331.92,466.64212266
2025-09-10 21:00:00,1757538000000,4331.92,4352.2,4331.91,4352.2,494.32195463
2025-09-10 22:00:00,1757541600000,4352.2,4355.1,4339.0,4346.9,444.96084367
2025-09-10 23:00:00,1757545200000,4346.9,4356.2,4342.25,4349.81,216.39336805
2025-09-11 00:00:00,1757548800000,4350.27,4359.48,4341.39,4359.25,118.50399719
2025-09-11 01:00:00,1757552400000,4359.25,4381.73,4359.22,4366.77,562.91393054
2025-09-11 02:00:00,1757556000000,4366.76,4385.38,4360.0,4381.0,3278.07728654
2025-09-11 03:00:00,1757559600000,4381.0,4407.39,4375.86,4406.34,1118.79575896
2025-09-11 04:00:00,1757563200000,4406.34,4418.89,4396.76,4412.43,507.46378379
2025-09-11 05:00:00,1757566800000,4412.44,4426.38,4399.99,4422.01,4277.96907542
2025-09-11 06:00:00,1757570400000,4422.01,4442.78,4409.27,4440.75,761.35501011
2025-09-11 07:00:00,1757574000000,4440.76,4446.25,4429.99,4441.02,2430.81685349
2025-09-11 08:00:00,1757577600000,4441.31,4441.31,4428.56,4433.29,1029.0664221
2025-09-11 09:00:00,1757581200000,4433.28,4434.3,4407.39,4418.05,4023.7276291
2025-09-11 10:00:00,1757584800000,4418.05,4427.47,4416.63,4427.47,328.94508116
2025-09-11 11:00:00,1757588400000,4427.47,4439.5,4426.5,4431.99,1865.89138495
2025-09-11 12:00:00,1757592000000,4431.99,4479.62,4357.98,4422.8,7212.65998863
2025-09-11 13:00:00,1757595600000,4423.16,4442.0,4387.23,4437.95,2928.75834793
2025-09-11 14:00:00,1757599200000,4439.44,4439.44,4397.99,4429.28,1026.28617943
2025-09-11 15:00:00,1757602800000,4429.28,4430.51,4400.96,4415.04,1487.84945572
2025-09-11 16:00:00,1757606400000,4415.04,4424.59,4409.05,4418.79,286.28941266
2025-09-11 17:00:00,1757610000000,4418.8,4440.0,4418.79,4433.56,623.13946054
2025-09-11 18:00:00,1757613600000,4433.57,4437.81,4413.0,4421.88,894.11991257
2025-09-11 19:00:00,1757617200000,4421.88,4429.0,4415.07,4425.91,223.33627603
2025-09-11 20:00:00,1757620800000,4425.91,4425.91,4417.6,4418.79,269.00216279
2025-09-11 21:00:00,1757624400000,4418.78,4431.91,4418.78,4430.52,163.57261235
2025-09-11 22:00:00,1757628000000,4430.52,4461.93,4425.78,4456.12,2104.174255
2025-09-11 23:00:00,1757631600000,4455.66,4470.25,4454.07,4462.85,599.83104315
2025-09-12 00:00:00,1757635200000,4462.85,4536.34,4453.59,4513.89,4119.37001424
2025-09-12 01:00:00,1757638800000,4513.55,4531.97,4497.28,4497.91,911.90187915
2025-09-12 02:00:00,1757642400000,4498.39,4524.4,4498.39,4507.2,841.22197861
2025-09-12 03:00:00,1757646000000,4507.2,4508.73,4489.4,4506.0,573.07374163
2025-09-12 04:00:00,1757649600000,4506.0,4524.4,4504.58,4524.4,213.24935553
2025-09-12 05:00:00,1757653200000,4524.4,4556.9,4518.0,4556.9,2166.07875841
2025-09-12 06:00:00,1757656800000,4556.9,4562.47,4536.62,4541.23,1223.95514116
2025-09-12 07:00:00,1757660400000,4541.24,4551.1,4520.0,4526.39,1452.57284709
2025-09-12 08:00:00,1757664000000,4526.4,4534.06,4514.77,4517.5,979.57394137
2025-09-12 09:00:00,1757667600000,4517.51,4528.28,4508.0,4516.23,677.69400989
2025-09-12 10:00:00,1757671200000,4516.23,4523.75,4509.56,4516.56,110.26256878
2025-09-12 11:00:00,1757674800000,4516.56,4536.77,4514.93,4519.48,2153.89204711
2025-09-12 12:00:00,1757678400000,4519.49,4529.83,4506.32,4529.36,1000.72155612
2025-09-12 13:00:00,1757682000000,4529.37,4543.66,4507.49,4539.99,3889.35433304
2025-09-12 14:00:00,1757685600000,4540.5,4570.4,4525.97,4548.28,1458.52660724
2025-09-12 15:00:00,1757689200000,4548.32,4552.7,4530.69,4545.11,2891.19217848
2025-09-12 16:00:00,1757692800000,4545.11,4576.13,4535.05,4575.57,1152.80509142
2025-09-12 17:00:00,1757696400000,4575.58,4630.0,4569.08,4615.1,3284.33272562
2025-09-12 18:00:00,1757700000000,4615.09,4630.0,4599.62,4625.92,2756.53096398
2025-09-12 19:00:00,1757703600000,4625.93,4664.41,4617.5,4662.91,4313.76023004
2025-09-12 20:00:00,1757707200000,4662.77,4691.17,4631.98,4673.44,3871.7319577
2025-09-12 21:00:00,1757710800000,4673.44,4673.44,4647.5,4652.83,994.87832605
2025-09-12 22:00:00,1757714400000,4652.83,4750.0,4652.83,4699.01,2898.46908757
2025-09-12 23:00:00,1757718000000,4699.01,4717.08,4675.0,4716.93,802.22515054
2025-09-13 00:00:00,1757721600000,4716.93,4717.83,4701.0,4708.0,622.85483795
2025-09-13 01:00:00,1757725200000,4708.01,4735.35,4703.17,4703.21,840.21558952
2025-09-13 02:00:00,1757728800000,4702.97,4716.11,4695.46,4704.94,383.86610388
2025-09-13 03:00:00,1757732400000,4704.94,4765.45,4703.42,4758.58,503.72446042
2025-09-13 04:00:00,1757736000000,4758.59,4758.59,4736.31,4747.48,1597.38024374
2025-09-13 05:00:00,1757739600000,4747.48,4747.48,4721.46,4726.01,613.31897662
2025-09-13 06:00:00,1757743200000,4726.01,4733.15,4706.03,4713.32,581.93565164
2025-09-13 07:00:00,1757746800000,4713.33,4725.06,4709.69,4713.55,296.76969442
2025-09-13 08:00:00,1757750400000,4714.65,4732.82,4714.64,4732.72,1076.42742716
2025-09-13 09:00:00,1757754000000,4732.72,4737.8,4722.97,4735.7,2327.56406152
2025-09-13 10:00:00,1757757600000,4735.09,4741.24,4715.0,4720.0,1074.94717813
2025-09-13 11:00:00,1757761200000,4720.0,4727.46,4711.35,4723.11,353.02234144
2025-09-13 12:00:00,1757764800000,4723.11,4732.3,4717.5,4722.9,217.99084046
2025-09-13 13:00:00,1757768400000,4723.03,4727.24,4652.7,4690.82,1520.82815319
2025-09-13 14:00:00,1757772000000,4690.83,4710.02,4670.0,4692.5,2463.28610049
2025-09-13 15:00:00,1757775600000,4692.34,4704.93,4644.54,4654.89,877.31101194
2025-09-13 16:00:00,1757779200000,4654.89,4668.22,4618.0,4625.03,1025.54448745
2025-09-13 17:00:00,1757782800000,4625.31,4643.92,4610.0,4639.01,929.04149576
2025-09-13 18:00:00,1757786400000,4639.01,4653.5,4627.93,4646.77,1111.8140597
2025-09-13 19:00:00,1757790000000,4646.78,4651.05,4639.5,4643.04,1017.42964784
2025-09-13 20:00:00,1757793600000,4643.04,4664.49,4643.03,4659.82,834.5526912
2025-09-13 21:00:00,1757797200000,4659.82,4669.0,4659.81,4665.65,670.90699611
2025-09-13 22:00:00,1757800800000,4666.1,4667.92,4650.69,4660.25,218.24554291
2025-09-13 23:00:00,1757804400000,4660.25,4674.68,4660.24,4666.17,232.23432061
2025-09-14 00:00:00,1757808000000,4666.17,4682.16,4662.71,4673.24,347.17608706
2025-09-14 01:00:00,1757811600000,4673.13,4680.13,4655.28,4675.25,718.25065318
2025-09-14 02:00:00,1757815200000,4675.55,4692.31,4675.46,4684.63,477.50558578
2025-09-14 03:00:00,1757818800000,4684.64,4686.05,4663.78,4664.37,190.76075888
2025-09-14 04:00:00,1757822400000,4664.7,4669.1,4637.22,4660.87,477.54727824
2025-09-14 05:00:00,1757826000000,4660.88,4682.42,4660.87,4680.0,1836.59004558
2025-09-14 06:00:00,1757829600000,4680.01,4684.75,4663.84,4670.0,175.46852281
2025-09-14 07:00:00,1757833200000,4670.01,4670.01,4646.56,4653.67,207.13198451
2025-09-14 08:00:00,1757836800000,4653.68,4666.1,4651.45,4658.64,247.01648571
2025-09-14 09:00:00,1757840400000,4658.42,4675.0,4656.23,4667.28,62.14785897
2025-09-14 10:00:00,1757844000000,4667.29,4671.39,4660.67,4662.63,97.51102563
2025-09-14 11:00:00,1757847600000,4662.63,4669.88,4630.44,4635.8,516.72669846
2025-09-14 12:00:00,1757851200000,4635.8,4645.25,4618.61,4634.48,1216.59289103
2025-09-14 13:00:00,1757854800000,4634.54,4634.54,4610.55,4614.69,1779.73688867
2025-09-14 14:00:00,1757858400000,4614.72,4646.0,4582.63,4604.99,4586.97919763
2025-09-14 15:00:00,1757862000000,4604.99,4604.99,4581.0,4582.09,727.42264569
2025-09-14 16:00:00,1757865600000,4582.09,4611.0,4582.08,4598.43,2780.31221229
2025-09-14 17:00:00,1757869200000,4598.43,4630.31,4593.24,4621.91,606.61522708
2025-09-14 18:00:00,1757872800000,4622.29,4622.67,4602.72,4605.46,515.08367113
2025-09-14 19:00:00,1757876400000,4605.47,4625.0,4596.95,4616.95,488.4936965
2025-09-14 20:00:00,1757880000000,4617.06,4628.9,4617.06,4618.52,289.33159979
2025-09-14 21:00:00,1757883600000,4618.51,4635.0,4600.3,4630.74,374.80298811
2025-09-14 22:00:00,1757887200000,4630.79,4635.0,4615.44,4632.74,90.82959873
2025-09-14 23:00:00,1757890800000,4632.75,4632.75,4604.34,4608.76,257.18287745
2025-09-15 00:00:00,1757894400000,4608.77,4617.38,4590.12,4601.63,497.20626581
2025-09-15 01:00:00,1757898000000,4601.64,4623.37,4582.64,4620.2,434.10006229
2025-09-15 02:00:00,1757901600000,4620.2,4630.0,4612.95,4622.11,96.82316787
2025-09-15 03:00:00,1757905200000,4622.11,4643.89,4622.1,4640.23,283.96927435
2025-09-15 04:00:00,1757908800000,4640.24,4659.06,4638.72,4644.51,739.63052176
2025-09-15 05:00:00,1757912400000,4644.52,4664.29,4644.51,4663.38,83.20395017
2025-09-15 06:00:00,1757916000000,4663.38,4670.13,4620.36,4633.59,2853.75237325
2025-09-15 07:00:00,1757919600000,4633.59,4642.4,4590.95,4599.09,258.40151191
2025-09-15 08:00:00,1757923200000,4599.1,4599.1,4512.98,4512.98,2530.03049447
2025-09-15 09:00:00,1757926800000,4512.98,4535.76,4501.32,4527.14,871.22983267
2025-09-15 10:00:00,1757930400000,4527.15,4536.32,4510.0,4531.94,326.68819349
2025-09-15 11:00:00,1757934000000,4531.94,4540.9,4525.54,4534.73,224.15715299
2025-09-15 12:00:00,1757937600000,4534.73,4538.36,4513.01,4516.28,616.5763367
2025-09-15 13:00:00,1757941200000,4516.29,4543.16,4485.77,4517.88,1391.42329329
2025-09-15 14:00:00,1757944800000,4517.04,4528.46,4500.23,4514.43,561.92331222
2025-09-15 15:00:00,1757948400000,4514.43,4520.2,4467.79,4503.22,1463.9560323
2025-09-15 16:00:00,1757952000000,4503.22,4510.91,4481.74,4495.71,2371.10334704
2025-09-15 17:00:00,1757955600000,4495.71,4507.15,4475.58,4507.15,1587.09242133
2025-09-15 18:00:00,1757959200000,4508.6,4512.5,4487.15,4503.91,485.71340805
2025-09-15 19:00:00,1757962800000,4503.06,4512.95,4478.0,4493.17,545.28583242
2025-09-15 20:00:00,1757966400000,4493.15,4513.56,4490.53,4512.28,353.7006163
2025-09-15 21:00:00,1757970000000,4512.28,4528.3,4507.38,4526.05,1200.74661929
2025-09-15 22:00:00,1757973600000,4526.05,4528.38,4511.45,4514.53,492.79688423
2025-09-15 23:00:00,1757977200000,4514.53,4528.37,4510.6,4527.02,228.42032858
2025-09-16 00:00:00,1757980800000,4527.03,4527.03,4506.94,4513.68,1056.41287198
2025-09-16 01:00:00,1757984400000,4513.68,4536.9,4513.68,4518.6,217.95603564
2025-09-16 02:00:00,1757988000000,4519.25,4531.15,4514.86,4514.86,1063.29874297
2025-09-16 03:00:00,1757991600000,4514.86,4529.45,4514.86,4524.61,206.74130371
2025-09-16 04:00:00,1757995200000,4524.61,4524.61,4490.36,4519.68,219.85060024
2025-09-16 05:00:00,1757998800000,4519.68,4531.0,4516.03,4529.62,503.2164872
2025-09-16 06:00:00,1758002400000,4530.02,4536.09,4496.27,4509.26,931.01393752
2025-09-16 07:00:00,1758006000000,4509.47,4515.82,4505.91,4512.98,119.61373495
2025-09-16 08:00:00,1758009600000,4513.01,4531.78,4501.93,4511.42,322.92996513
2025-09-16 09:00:00,1758013200000,4511.43,4514.19,4507.0,4514.19,79.9382377
2025-09-16 10:00:00,1758016800000,4514.19,4514.64,4495.68,4500.16,563.89041874
2025-09-16 11:00:00,1758020400000,4499.04,4507.01,4495.0,4501.86,133.00476906
2025-09-16 12:00:00,1758024000000,4502.03,4507.63,4496.69,4500.45,138.28839461
2025-09-16 13:00:00,1758027600000,4500.46,4511.33,4433.65,4473.47,5560.35808346
2025-09-16 14:00:00,1758031200000,4473.48,4473.48,4416.7,4449.45,4914.3883577
2025-09-16 15:00:00,1758034800000,4449.45,4470.2,4431.96,4467.72,847.65353872
2025-09-16 16:00:00,1758038400000,4467.72,4470.65,4450.01,4464.13,1489.93365244
2025-09-16 17:00:00,1758042000000,4464.13,4510.97,4463.75,4488.01,1540.22107364
2025-09-16 18:00:00,1758045600000,4488.31,4498.15,4469.08,4475.22,1368.72987265
2025-09-16 19:00:00,1758049200000,4475.22,4495.99,4472.2,4495.0,782.16174669
2025-09-16 20:00:00,1758052800000,4495.01,4498.59,4488.0,4498.56,427.31788143
2025-09-16 21:00:00,1758056400000,4498.55,4511.47,4491.57,4508.64,1718.82802608
2025-09-16 22:00:00,1758060000000,4509.28,4525.0,4503.52,4523.04,2708.43103833
2025-09-16 23:00:00,1758063600000,4523.04,4523.27,4498.54,4504.6,276.44793543
2025-09-17 00:00:00,1758067200000,4504.6,4522.5,4498.0,4515.5,2383.28715716
2025-09-17 01:00:00,1758070800000,4515.5,4520.17,4508.31,4518.31,1230.02545659
2025-09-17 02:00:00,1758074400000,4517.97,4552.11,4511.56,4535.14,951.74829683
2025-09-17 03:00:00,1758078000000,4535.15,4535.15,4500.0,4500.01,399.97705192
2025-09-17 04:00:00,1758081600000,4500.02,4506.17,4469.02,4480.49,684.84432924
2025-09-17 05:00:00,1758085200000,4479.31,4518.9,4479.3,4518.37,2272.46489259
2025-09-17 06:00:00,1758088800000,4518.38,4550.0,4511.98,4548.84,399.61519728
2025-09-17 07:00:00,1758092400000,4548.84,4555.0,4540.03,4546.28,576.88144872
2025-09-17 08:00:00,1758096000000,4546.29,4546.29,4500.13,4514.03,600.28692015
2025-09-17 09:00:00,1758099600000,4512.54,4512.54,4496.9,4496.92,384.44701232
2025-09-17 10:00:00,1758103200000,4496.92,4501.67,4481.31,4485.0,275.86327706
2025-09-17 11:00:00,1758106800000,4485.0,4500.14,4483.17,4493.16,184.78022909
2025-09-17 12:00:00,1758110400000,4493.17,4512.11,4486.37,4504.51,318.56282712
2025-09-17 13:00:00,1758114000000,4504.51,4513.38,4485.63,4498.6,255.20573915
2025-09-17 14:00:00,1758117600000,4498.61,4504.25,4468.12,4491.91,479.78384724
2025-09-17 15:00:00,1758121200000,4491.91,4499.64,4483.02,4491.37,261.86940129
2025-09-17 16:00:00,1758124800000,4491.36,4492.88,4475.0,4488.7,649.75483079
2025-09-17 17:00:00,1758128400000,4488.73,4534.91,4450.0,4452.21,4752.9188442
2025-09-17 18:00:00,1758132000000,4450.0,4526.88,4429.17,4455.17,9611.3175797
2025-09-17 19:00:00,1758135600000,4455.17,4525.0,4455.17,4519.06,2586.76606301
2025-09-17 20:00:00,1758139200000,4519.83,4542.42,4501.0,4503.9,1582.12941423
2025-09-17 21:00:00,1758142800000,4503.9,4538.0,4489.12,4529.72,696.66734155
2025-09-17 22:00:00,1758146400000,4529.71,4601.25,4529.71,4592.02,4661.92558858
2025-09-17 23:00:00,1758150000000,4592.03,4641.8,4586.19,4592.34,6162.25614222
2025-09-18 00:00:00,1758153600000,4592.21,4610.22,4586.19,4586.98,624.72117379
2025-09-18 01:00:00,1758157200000,4586.31,4635.19,4581.71,4620.57,516.98954699
2025-09-18 02:00:00,1758160800000,4620.57,4620.57,4606.95,4615.47,289.91471259
2025-09-18 03:00:00,1758164400000,4615.47,4644.29,4614.29,4616.43,387.89842869
2025-09-18 04:00:00,1758168000000,4616.43,4620.99,4600.0,4613.89,870.66728865
2025-09-18 05:00:00,1758171600000,4613.28,4613.28,4585.96,4587.74,767.80603856
2025-09-18 06:00:00,1758175200000,4587.74,4592.19,4555.45,4570.89,888.0437131
2025-09-18 07:00:00,1758178800000,4570.89,4582.17,4570.89,4576.73,604.9228868
2025-09-18 08:00:00,1758182400000,4576.1,4606.05,4575.0,4603.59,380.44085358
2025-09-18 09:00:00,1758186000000,4603.55,4603.55,4592.77,4598.17,268.59500631
2025-09-18 10:00:00,1758189600000,4598.18,4599.87,4575.11,4577.11,484.46650594
2025-09-18 11:00:00,1758193200000,4577.11,4589.75,4570.21,4574.0,303.89637745
2025-09-18 12:00:00,1758196800000,4574.0,4587.39,4572.17,4575.1,1243.47292614
2025-09-18 13:00:00,1758200400000,4575.0,4603.33,4560.0,4587.4,756.55430306
2025-09-18 14:00:00,1758204000000,4587.4,4626.52,4587.4,4598.94,1669.25405103
2025-09-18 15:00:00,1758207600000,4598.68,4608.71,4590.32,4601.38,570.8439941
2025-09-18 16:00:00,1758211200000,4601.39,4637.53,4595.51,4622.99,799.53054647
2025-09-18 17:00:00,1758214800000,4623.0,4628.29,4600.98,4609.99,679.69258463
2025-09-18 18:00:00,1758218400000,4610.0,4622.74,4604.88,4620.56,777.58353762
2025-09-18 19:00:00,1758222000000,4620.56,4620.56,4582.52,4591.53,3309.0958473
2025-09-18 20:00:00,1758225600000,4591.53,4608.2,4591.52,4607.08,2663.66931076
2025-09-18 21:00:00,1758229200000,4607.08,4607.12,4593.5,4594.07,672.28575391
2025-09-18 22:00:00,1758232800000,4594.07,4601.55,4589.32,4591.71,1125.50682004
2025-09-18 23:00:00,1758236400000,4591.71,4591.72,4571.95,4589.52,766.44189385
2025-09-19 00:00:00,1758240000000,4589.52,4612.65,4589.51,4608.0,823.34543035
2025-09-19 01:00:00,1758243600000,4608.0,4620.0,4602.16,4609.18,416.47525458
2025-09-19 02:00:00,1758247200000,4608.26,4612.89,4590.09,4590.13,662.26403215
2025-09-19 03:00:00,1758250800000,4590.13,4600.9,4548.0,4550.23,1549.736418
2025-09-19 04:00:00,1758254400000,4550.24,4560.09,4535.0,4559.58,271.35760308
2025-09-19 05:00:00,1758258000000,4559.59,4559.8,4530.0,4543.61,344.0215381
2025-09-19 06:00:00,1758261600000,4543.61,4543.61,4523.24,4524.84,150.53830014
2025-09-19 07:00:00,1758265200000,4525.0,4543.75,4519.47,4541.63,167.63132824
2025-09-19 08:00:00,1758268800000,4541.63,4549.85,4534.52,4535.7,333.75649624
2025-09-19 09:00:00,1758272400000,4535.71,4544.17,4517.02,4522.97,261.72307394
2025-09-19 10:00:00,1758276000000,4522.97,4534.47,4521.49,4532.72,397.38438719
2025-09-19 11:00:00,1758279600000,4532.72,4532.72,4509.23,4518.12,368.77561876
2025-09-19 12:00:00,1758283200000,4518.13,4521.96,4512.48,4519.85,529.73254041
2025-09-19 13:00:00,1758286800000,4520.14,4537.57,4512.6,4530.01,230.67827677
2025-09-19 14:00:00,1758290400000,4530.01,4544.24,4491.1,4497.59,2484.91048887
2025-09-19 15:00:00,1758294000000,4497.59,4498.56,4450.0,4476.19,2005.88000043
2025-09-19 16:00:00,1758297600000,4477.18,4490.0,4474.81,4483.37,696.17847393
2025-09-19 17:00:00,1758301200000,4483.37,4483.37,4460.85,4461.06,414.96332416
2025-09-19 18:00:00,1758304800000,4461.23,4463.11,4441.03,4450.93,720.23108703
2025-09-19 19:00:00,1758308400000,4450.91,4467.63,4442.88,4442.88,266.47206986
2025-09-19 20:00:00,1758312000000,4442.76,4466.49,4441.96,4461.1,517.74641798
2025-09-19 21:00:00,1758315600000,4461.1,4473.77,4453.63,4473.07,305.5938859
2025-09-19 22:00:00,1758319200000,4473.07,4479.66,4470.75,4470.76,156.62103718
2025-09-19 23:00:00,1758322800000,4470.53,4471.8,4451.0,4471.11,482.01844336
2025-09-20 00:00:00,1758326400000,4471.12,4477.98,4464.51,4477.24,119.89668283
2025-09-20 01:00:00,1758330000000,4477.24,4478.07,4462.82,4469.69,77.6075631
2025-09-20 02:00:00,1758333600000,4468.63,4468.97,4460.0,4468.7,99.78032648
2025-09-20 03:00:00,1758337200000,4468.7,4468.7,4462.05,4467.96,113.86669171
2025-09-20 04:00:00,1758340800000,4467.74,4475.33,4465.4,4475.32,124.5975423
2025-09-20 05:00:00,1758344400000,4475.33,4483.72,4470.33,4481.26,118.91089583
2025-09-20 06:00:00,1758348000000,4481.26,4481.26,4475.0,4477.04,149.81056699
